fecha,id_local,id_producto,cantidad,importe,Nombre Tienda,Dirección,Cod Ubicación,Tipo Local,Cód Postal,ID_franquiciado,Alquiler,Fecha Apertura,Fecha fin contrato,Royalties,m2,terraza,salida_humos,nombre,sexo,tipo_contrato,perfil,número_locales,multifranquiciado,Localidad,Provincia,Comunidad autónoma,País,Habitantes,familia,categoria,marca,formato,producto,precio_venta,coste,año,mes
"2024-01-03,T002,P018,22,55.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Cerveza,Mahou,Botellín,Botellín Mahou,2.5,0.63,2024,1"
"2024-01-03,T002,P019,24,84.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Cerveza,Mahou,Tercio,Tercio Mahou,3.5,0.98,2024,1"
"2024-01-03,T002,P020,21,42.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Cerveza,Mahou,Doble,Doble Mahou,2.0,0.58,2024,1"
"2024-01-03,T002,P021,22,66.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Cerveza,Mahou,Jarra,Jarra Mahou,3.0,0.72,2024,1"
"2024-01-03,T002,P101,2,9.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Comida,Bocadillos,,,Tortilla,4.5,1.215,2024,1"
"2024-01-03,T002,P102,1,4.5,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Comida,Bocadillos,,,Jamón,4.5,1.48,2024,1"
"2024-01-03,T002,P103,7,31.5,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Comida,Bocadillos,,,Chorizo,4.5,1.27,2024,1"
"2024-01-03,T002,P104,2,9.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Comida,Bocadillos,,,Queso,4.5,1.26,2024,1"
"2024-01-03,T002,P105,2,17.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Comida,Raciones,,,Bravas,8.5,1.98,2024,1"
"2024-01-03,T002,P107,5,42.5,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Comida,Raciones,,,Torreznos,8.5,2.26,2024,1"
"2024-01-03,T002,P108,10,20.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Comida,Aperitivos,,,Aceitunas,2.0,0.62,2024,1"
"2024-01-03,T002,P109,3,6.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Comida,Aperitivos,,,Patata Chips,2.0,0.56,2024,1"
"2024-01-04,T002,P001,14,38.5,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Refresco,Coca Cola,Botella,Botella Coca Cola,2.75,0.6875,2024,1"
"2024-01-04,T002,P002,18,49.5,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Refresco,Fanta Naranja,Botella,Botella Fanta Naranja,2.75,0.6875,2024,1"
"2024-01-04,T002,P003,19,52.25,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Refresco,Fanta Limón,Botella,Botella Fanta Limón,2.75,0.6875,2024,1"
"2024-01-04,T002,P004,10,27.5,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Refresco,Nestea,Botella,Botella Nestea,2.75,0.6875,2024,1"
"2024-01-04,T002,P005,14,38.5,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Refresco,Agua,Botella,Botella Agua,1.75,0.22,2024,1"
"2024-01-04,T002,P006,28,70.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Cerveza,Heineken,Botellín,Botellín Heineken,2.5,0.725,2024,1"
"2024-01-04,T002,P007,26,91.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Cerveza,Heineken,Tercio,Tercio Heineken,3.5,1.015,2024,1"
"2024-01-04,T002,P008,34,68.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Cerveza,Heineken,Doble,Doble Heineken,2.0,0.62,2024,1"
"2024-01-04,T002,P009,32,96.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Cerveza,Heineken,Jarra,Jarra Heineken,3.0,0.84,2024,1"
"2024-01-04,T002,P010,20,50.0,Pub Muse,""Calle Clavel, 94"",Calle,Pub,8030,F18,4831,2019-12-17,2029-12-14,0.05,164,NO,SI,Sara Posadas García,M,Gold,Inversor,9,SI,Barcelona,Barcelona,Cataluña,España,1650000,Bebida,Cerveza,Estrella Galicia,Botellín,Botellín Estrella Galicia,2.5,0.7,2024,1"
